conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1990801628686119198,2025-11-19 00:42:26+00:00,1,@Ajierz @jatamnas banyak yg bilang praktek² yg ada di RUU KUHAP itu sebenernya udah dilakuin oleh penegak hukum sejak lama tapi ya tentu ga sesuai prosedur dan banyak dikritik oleh pendamping hukum makanya dibikinin KUHAP yg baru supaya praktek² itu bisa legal secara hukum CMIIW sih,1990943717826687044,,Ajierz,in,,0,0,0,https://x.com/undefined/status/1990943717826687044,1101818541156646914,
1990353220577976832,2025-11-19 00:43:10+00:00,0,@prabowo Izin menolak ruu kuhap isinya terlalu mengatur.,1990943899532280221,,prabowo,in,,0,0,0,https://x.com/undefined/status/1990943899532280221,1781311685334380544,
1990720221389164709,2025-11-19 00:43:10+00:00,27,@fluoxetan Zionis selalu geser gawang wkwkwkwk Sok bahas ruu kuhap dukung perempuan muslim jadi nakal nyimpang supaya jauh dari ajaran islam wkwkwkwk NON-MUSLIM LGBT PULA https://t.co/vJm3z0pqXk,1990943902451577040,https://pbs.twimg.com/media/G6FAltNbMAUN0Sp.jpg,fluoxetan,in,,1,1,8,https://x.com/undefined/status/1990943902451577040,2310328974,
1990607739266179160,2025-11-19 00:44:13+00:00,0,@DPR_RI Izin menolak ruu kuhap isinya terlalu mengatur.,1990944166680145931,,DPR_RI,in,,0,0,0,https://x.com/undefined/status/1990944166680145931,1781311685334380544,
1990945797417152918,2025-11-19 00:50:42+00:00,0,RUU KUHAP ini bikin makin percaya sama hukum gak merasa jadi korban terus #RevisiKUHAP https://t.co/JdSOYkomcJ,1990945797417152918,https://pbs.twimg.com/media/G6FCpY-bMAEMgjO.jpg,,in,,0,1,0,https://x.com/undefined/status/1990945797417152918,1598495857225371648,
1990946303774429268,2025-11-19 00:52:43+00:00,0,Pasal-pasal itu bakal membuka perlakuan sewenang-wenang dari aparat penegak hukum. Alih-alih mewujudkan penegakan hukum RUU KUHAP dapat merebut paksa kemerdekaan diri dengan pasal-pasal yang bermasalah kata Ketua Umum Perhimpunan Bantuan Hukum Indonesia (PBHI) Julius Ibrani. https://t.co/JT2HFkXcoI,1990946303774429268,https://pbs.twimg.com/media/G6FC67Ka8AAZ3a8.jpg,,in,,1,0,0,https://x.com/undefined/status/1990946303774429268,1611328562111610880,
1990946723146182951,2025-11-19 00:54:23+00:00,1,mau teriakin wowo ah ntar jangan sahin RUU KUHAP,1990946723146182951,,,in,,0,1,0,https://x.com/undefined/status/1990946723146182951,1799322580031361024,
1990947086632624316,2025-11-19 00:55:50+00:00,0,RUU KUHAP yang menimbulkan Kontroversi di Kalangan Masyarakat sudah disahkan oleh DPR. Apa komentar Anda? #Polling #SonoraPagi Streaming: https://t.co/TRcBK94QDi,1990947086632624316,,,in,,0,0,0,https://x.com/undefined/status/1990947086632624316,180696019,
1990687165961932834,2025-11-19 00:55:55+00:00,0,@SUARAKRISTEN1 @KompasTV Demo tolak RUU KUHAP ini digagas oleh Badan Eksekutif Mahasiswa Universitas Indonesia (BEM UI) bersama Koalisi Masyarakat Sipil untuk Pembaharuan KUHAP. Mereka didukung aktivis dari LBH Jakarta dan Institute for Criminal Justice Reform (ICJR). Penolakan ini karena RUU dianggap,1990947109219283076,,SUARAKRISTEN1,in,,0,0,0,https://x.com/undefined/status/1990947109219283076,1720665183188922368,
1990644372090860061,2025-11-19 00:58:06+00:00,1,@tombons @wordfangs RUU KUHAP yang baru disahkan DPR jadi UU mengatur prosedur hukum pidana tapi banyak kritik karena dianggap kasih wewenang lebih besar ke polisi untuk sadap tahan dan tangkap orang. Aktivis khawatir pasalnya ugal-ugalan dan bisa bikin banyak warga kehilangan kemerdekaan,1990947660719927613,,tombons,in,,0,0,0,https://x.com/undefined/status/1990947660719927613,1720665183188922368,
1990706553142333627,2025-11-19 01:00:31+00:00,0,@tempodotco Serius ini pada mau DIAM SAJA? RUU Perampasan aja gak terealisasi tiba2 RUU KUHAP baru masuk langsung SAH. PARAH SIH ini... Memang kebodohan sengaja dibuat bagi rakyat agar tidak berontak.,1990948268642279933,,tempodotco,in,,0,1,0,https://x.com/undefined/status/1990948268642279933,1923270894778187777,
1990949207017201901,2025-11-19 01:04:15+00:00,2,Cari info freelance job receh? Dapatkan Rp. 10.000 saldo Shopee ketika install aplikasi Shopeepay Caranya : Upgrade ke Shopeepay plus Log in pakai akun Shopee dan masukkan kode referral : FF6JWV5WP diskon promo affiliate zonauang ruu kuhap ini x error https://t.co/RR82y9lq6V,1990949207017201901,,,in,,0,0,0,https://x.com/undefined/status/1990949207017201901,1380722471431639041,
1990949282426597724,2025-11-19 01:04:33+00:00,2,Download &amp; install apk Shopeepay untuk promo serba seribu qris flash sale pulsa payday sale &amp; klaim bonus 10.000 saldo Shopee Upgrade ke Spay Plus &amp; login pake akun Shopee lalu masukin kode referral: FF6JWV5WP zonauang ruu kuhap ini x error pagiii https://t.co/cziHHCGfVf https://t.co/nCj7ijMfER,1990949282426597724,https://pbs.twimg.com/media/G6FF0NYbkAAToJr.jpg,,in,,2,0,2,https://x.com/undefined/status/1990949282426597724,791791758,
1990950141172543557,2025-11-19 01:07:58+00:00,4,Ketua DPR RI Puan Maharani menjelaskan bahwa RUU KUHAP itu sudah dibahas oleh Komisi III DPR RI sejak tahun 2023. Baca di sini: https://t.co/NkVm4IjBB5 ~TA #PuanMaharani #KUHAP https://t.co/bqatftnm94,1990950141172543557,https://pbs.twimg.com/media/G6FGmG4aUAEuaik.jpg,,in,,0,1,0,https://x.com/undefined/status/1990950141172543557,23343960,
1990950632325317019,2025-11-19 01:09:55+00:00,9,dikasih pilihan lain yg lebih less evil malah tetap pilih si gemoy2 branding gemoy buat apa? noh lihat negara ini udh amburadul mulai dari mbg yg banyak keracunan ruu kuhap setiap rakyat demo engga pernah didengar. yg kena semua rakyat engga yg milih si gemoy aja anjj ,1990950632325317019,,,in,,0,0,0,https://x.com/undefined/status/1990950632325317019,1308410982574759938,
1990950783504802048,2025-11-19 01:10:31+00:00,7,Rancangan Undang-Undang Kitab Undang-undang Hukum Acara Pidana (RUU KUHAP) resmi disahkan menjadi undang-undang. Pengesahan dilakukan dalam Rapat Paripurna DPR RI ke 8 Masa Persidangan II Tahun Sidang 2025-2026 Selasa (18/11/2025). Menteri Hukum Supratman Andi Agtas https://t.co/zSdfyLU2jp,1990950783504802048,https://pbs.twimg.com/media/G6FHLoQbMAAO_o2.jpg,,in,,0,8,3,https://x.com/undefined/status/1990950783504802048,337900378,
1990950783504802048,2025-11-19 01:10:34+00:00,1,Rancangan Undang-Undang Kitab Undang-undang Hukum Acara Pidana (RUU KUHAP) resmi disahkan menjadi undang-undang. Pengesahan dilakukan dalam Rapat Paripurna DPR RI ke 8 Masa Persidangan II Tahun Sidang 2025-2026 Selasa (18/11/2025). Menteri Hukum Supratman Andi Agtas https://t.co/eqrTcnBlr8,1990950794133229597,https://pbs.twimg.com/media/G6FHMX_bMAAUvU1.jpg,kemenkum,in,,0,3,1,https://x.com/undefined/status/1990950794133229597,337900378,
1990951091941589241,2025-11-19 01:11:45+00:00,0,Abis ceef banget dpr langsung mengesahkan ruu kuhap Kalo aja gue scara beneran udh gur bakar tuh gedung,1990951091941589241,,,in,,0,0,0,https://x.com/undefined/status/1990951091941589241,1425892272227307524,
1990952017393549365,2025-11-19 01:15:25+00:00,3,Dapatkan 40rb Koin Shopee untuk pengguna baru SPayLater masukin kode referral ini pas registrasi: SPL2095644231241978939 reward 20k koin lg kl abis belanja pake shopeepaylater/shopee paylater min 50k diskon promo freelance job receh zonauang ini x error aprebi ruu kuhap hanni https://t.co/MBPIdqAcLs,1990952017393549365,https://pbs.twimg.com/media/G6FITdxaUAArj-3.jpg,,in,,0,0,2,https://x.com/undefined/status/1990952017393549365,1884735513976004608,
